id,run_id,portfolio_id,source_target_run_id,adjusted_target_run_id,profile_code,rule_code,instrument_id,decision_date,decision_type,reason_code,action_taken,before_target_weight,after_target_weight,before_target_quantity,after_target_quantity,before_target_amount,after_target_amount,message
710,167,1,160,166,paper_cn_a_risk3_strict_v1,R009_MARKET_RISK_SWITCH,1988,2026-04-22,PASS,R009_MARKET_RISK_SWITCH_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
711,167,1,160,166,paper_cn_a_risk3_strict_v1,R011_LIQUIDITY_FILTER,1988,2026-04-22,PASS,R011_LIQUIDITY_FILTER_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
712,167,1,160,166,paper_cn_a_risk3_strict_v1,R007_INDUSTRY_MAX_WEIGHT,3300,2026-04-22,REJECT,R007_MISSING_INDUSTRY,SET_TARGET_ZERO,0.0333333333,0E-10,10000.00000000,0E-8,326000.00000000,0E-8,missing industry classification
713,167,1,160,166,paper_cn_a_risk3_strict_v1,R009_MARKET_RISK_SWITCH,3300,2026-04-22,PASS,R009_MARKET_RISK_SWITCH_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
714,167,1,160,166,paper_cn_a_risk3_strict_v1,R011_LIQUIDITY_FILTER,3300,2026-04-22,PASS,R011_LIQUIDITY_FILTER_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
715,167,1,160,166,paper_cn_a_risk3_strict_v1,R007_INDUSTRY_MAX_WEIGHT,5801,2026-04-22,REJECT,R007_MISSING_INDUSTRY,SET_TARGET_ZERO,0.0333333333,0E-10,5800.00000000,0E-8,326946.00000000,0E-8,missing industry classification
716,167,1,160,166,paper_cn_a_risk3_strict_v1,R009_MARKET_RISK_SWITCH,5801,2026-04-22,PASS,R009_MARKET_RISK_SWITCH_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
717,167,1,160,166,paper_cn_a_risk3_strict_v1,R011_LIQUIDITY_FILTER,5801,2026-04-22,PASS,R011_LIQUIDITY_FILTER_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
718,167,1,160,166,paper_cn_a_risk3_strict_v1,R007_INDUSTRY_MAX_WEIGHT,717,2026-04-22,REJECT,R007_MISSING_INDUSTRY,SET_TARGET_ZERO,0.0333333333,0E-10,84200.00000000,0E-8,327538.00000000,0E-8,missing industry classification
719,167,1,160,166,paper_cn_a_risk3_strict_v1,R009_MARKET_RISK_SWITCH,717,2026-04-22,PASS,R009_MARKET_RISK_SWITCH_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
720,167,1,160,166,paper_cn_a_risk3_strict_v1,R011_LIQUIDITY_FILTER,717,2026-04-22,PASS,R011_LIQUIDITY_FILTER_SKIPPED_AFTER_REJECT,NO_CHANGE,0E-10,0E-10,0E-8,0E-8,0E-8,0E-8,already rejected
